id,table,diagnosisYear,ageSpecificIncidenceAge0_49,ageSpecificIncidenceAge50_54,ageSpecificIncidenceAge55_59,ageSpecificIncidenceAge60_64,ageSpecificIncidenceAge65_69,ageSpecificIncidenceAge70_74,ageSpecificIncidenceAge75_79,ageSpecificIncidenceAge80_84,ageSpecificIncidenceAge85_89,ageSpecificIncidenceAge90
1829,Male/IMD3/South West,2023,1.0312787,25.305779,17.529509,34.044003,21.69668,22.009195,19.815434,0,8.3008223,34.764469
1830,,,,,,,,,,,,
1831,Male/IMD3/West Midlands,All Years,,,,,,,,,,
1832,Male/IMD3/West Midlands,2016,1.2346076,9.8549356,13.204806,14.155284,10.777952,0,3.8525252,0,0,0
1833,Male/IMD3/West Midlands,2017,1.4793556,9.759716,19.152197,13.933722,13.55289,17.130411,3.7686076,0,0,0
1834,Male/IMD3/West Midlands,2018,1.7209545,3.9181883,20.732693,9.1151466,4.6389718,7.0285592,3.5883451,10.264306,18.261505,19.398642
1835,Male/IMD3/West Midlands,2019,1.2293439,3.9331367,24.184772,20.024475,28.29121,13.729977,10.199572,5.0140395,0,0
1836,Male/IMD3/West Midlands,2020,1.4741001,15.932129,27.378508,17.426157,18.955549,11.319901,9.6761703,4.9084573,8.710043,0
1837,Male/IMD3/West Midlands,2021,2.0728502,14.511381,21.562708,24.102722,12.166042,13.944733,18.560337,14.849279,0,35.739815
1838,Male/IMD3/West Midlands,2022,1.2890984,16.87052,21.424953,19.149752,28.928907,12.22733,11.323105,4.853662,0,0
1839,Male/IMD3/West Midlands,2023,2.3203771,12.652889,9.738616,19.149752,14.464454,7.3363981,5.6615524,19.414648,0,0
1840,,,,,,,,,,,,
1841,Male/IMD3/Yorkshire and The Humber,All Years,,,,,,,,,,
1842,Male/IMD3/Yorkshire and The Humber,2016,0.98768604,9.8549356,26.409613,14.155284,10.777952,21.49151,11.557576,5.4238758,9.4894667,0
1843,Male/IMD3/Yorkshire and The Humber,2017,1.9724741,17.567488,17.024174,11.611435,13.55289,14.683209,18.843037,10.606141,9.1945572,0
1844,Male/IMD3/Yorkshire and The Humber,2018,1.2292533,7.8363767,12.439616,11.393934,13.916916,7.0285592,7.1766901,5.132153,9.1307526,0
1845,Male/IMD3/Yorkshire and The Humber,2019,0.73760635,7.8662734,28.215567,20.024475,16.503206,13.729977,10.199572,0,0,0
1846,Male/IMD3/Yorkshire and The Humber,2020,0.98273337,9.9575806,17.60047,17.426157,11.847219,15.84786,12.901561,9.8169146,8.710043,0
1847,Male/IMD3/Yorkshire and The Humber,2021,1.0364251,31.095816,25.4832,24.102722,21.898876,6.9723663,18.560337,0,0,0
1848,Male/IMD3/Yorkshire and The Humber,2022,0.77345902,18.979334,13.634062,10.638751,16.875196,4.8909321,11.323105,0,0,0
1849,Male/IMD3/Yorkshire and The Humber,2023,0.51563936,10.544074,17.529509,23.405251,19.285938,7.3363981,11.323105,9.707324,8.3008223,0
1850,,,,,,,,,,,,
1851,Male/IMD4/East Midlands,All Years,,,,,,,,,,
1852,Male/IMD4/East Midlands,2016,1.3785403,7.736146,17.35107,25.853153,5.9161096,7.4368796,5.3783684,0,14.551805,0
1853,Male/IMD4/East Midlands,2017,3.7850504,15.399225,33.599327,25.550127,12.46106,0,5.2512736,15.362163,13.997761,0
1854,Male/IMD4/East Midlands,2018,1.722469,25.61541,19.067854,6.2992125,22.429428,35.397091,5.0487204,14.725371,13.653741,0
1855,Male/IMD4/East Midlands,2019,1.3762683,28.33518,31.856434,27.76321,45.712791,12.722241,9.4607382,21.14612,26.374786,0
1856,Male/IMD4/East Midlands,2020,1.3728768,10.478885,25.885277,30.162273,23.222639,12.633441,4.4875245,13.761784,0,0
1857,Male/IMD4/East Midlands,2021,1.0681174,21.251162,18.171434,53.017586,20.374899,12.87457,13.031013,13.537295,12.127092,0
1858,Male/IMD4/East Midlands,2022,1.4068457,18.850649,30.863403,14.319673,30.029028,20.349331,11.906179,6.5963058,11.869436,0
1859,Male/IMD4/East Midlands,2023,2.1102686,18.850649,25.719503,28.639345,13.346234,20.349331,11.906179,0,23.738873,0
1860,,,,,,,,,,,,
1861,Male/IMD4/East of England,All Years,,,,,,,,,,
1862,Male/IMD4/East of England,2016,1.4613082,9.9371967,25.156658,23.786869,22.118456,15.336953,13.008976,5.973002,10.82134,0
1863,Male/IMD4/East of England,2017,1.4606146,21.525576,26.699894,31.221542,13.107878,19.339687,4.2938728,11.577424,0,0
1864,Male/IMD4/East of England,2018,0.97402757,17.751129,17.30291,28.004074,21.730864,18.599709,8.2980661,11.204482,10.005003,44.345898
1865,Male/IMD4/East of England,2019,2.6788955,21.766661,18.923466,32.620697,38.62495,15.713799,7.8907914,5.4338965,9.6796055,0
1866,Male/IMD4/East of England,2020,1.9425774,20.016813,26.602276,24.411083,27.745409,34.034088,7.537499,5.3547525,0,0
1867,Male/IMD4/East of England,2021,1.0242569,16.768677,39.656036,29.043032,37.195995,29.882372,21.598272,27.785496,9.2885008,20.383204
1868,Male/IMD4/East of England,2022,1.5302999,12.757814,22.827259,23.527197,19.672316,17.400383,9.7096806,0,8.9774666,0
1869,Male/IMD4/East of England,2023,1.78535,12.757814,20.752054,35.290794,11.241323,17.400383,19.419361,21.879444,0,0
1870,,,,,,,,,,,,
1871,Male/IMD4/London,All Years,,,,,,,,,,
1872,Male/IMD4/London,2016,0.38429761,16.917253,22.458452,21.469099,32.394958,0,28.886705,0,0,0
1873,Male/IMD4/London,2017,0.7690267,14.56543,14.667417,29.940121,20.358307,15.686275,5.7405281,22.583559,0,0
1874,Male/IMD4/London,2018,0.38227907,18.475182,23.829382,8.7135849,27.564346,26.127203,11.132138,7.4721661,0,0
1875,Male/IMD4/London,2019,0.5725584,4.0917368,13.959007,14.069051,31.409227,21.957111,21.489202,14.542282,0,0
1876,Male/IMD4/London,2020,0.56891668,10.208665,11.370356,16.444214,31.149414,14.430015,21.001785,14.371946,0,22.956841
1877,Male/IMD4/London,2021,0.84404212,4.2302976,25.076941,24.900398,38.91188,34.11805,10.349824,22.766943,0,26.219193
1878,Male/IMD4/London,2022,0.21035139,14.871784,18.087681,16.297262,34.434074,11.936023,14.154949,15.063643,11.55268,0
1879,Male/IMD4/London,2023,0.42070279,4.2490811,20.34864,13.581052,17.217037,27.850719,9.4366331,0,0,0
1880,,,,,,,,,,,,
1881,Male/IMD4/North East,All Years,,,,,,,,,,
1882,Male/IMD4/North East,2016,1.8638808,13.851375,29.029682,31.90556,22.974422,19.962072,27.292576,19.168104,0,0
1883,Male/IMD4/North East,2017,3.7654855,14.012471,35.742371,31.296455,8.1070127,26.780931,0,18.608112,0,0
1884,Male/IMD4/North East,2018,0,35.653168,49.445503,15.292858,41.359913,33.729656,13.250299,36.390102,0,0
1885,Male/IMD4/North East,2019,2.8322995,43.509789,21.076296,22.626141,16.711229,32.989689,12.561236,0,0,0
1886,Male/IMD4/North East,2020,2.8248055,30.009752,20.638414,29.755262,8.3008223,32.586559,35.915241,17.400383,0,0
1887,Male/IMD4/North East,2021,0.94649464,22.500563,41.285351,43.468811,16.14596,15.795293,22.634676,0,0,0
1888,Male/IMD4/North East,2022,1.8608632,0,6.9247284,35.476089,39.698292,16.567263,0,0,0,0
1889,Male/IMD4/North East,2023,3.7217264,7.6411705,41.54837,28.380871,39.698292,16.567263,20.242914,17.053205,0,71.073204
1890,,,,,,,,,,,,
1891,Male/IMD4/North West,All Years,,,,,,,,,,
1892,Male/IMD4/North West,2016,2.0406437,21.386257,16.592003,15.903308,23.746765,18.13401,4.1480007,12.170632,0,0
1893,Male/IMD4/North West,2017,2.6352775,19.237347,16.185345,23.614609,12.634558,24.862566,32.476757,11.833619,0,26.21232
1894,Male/IMD4/North West,2018,2.9352369,12.916559,29.348022,39.061481,36.623329,26.299179,15.751132,17.077475,0,0
1895,Male/IMD4/North West,2019,2.0565493,21.799791,22.060446,17.906935,18.723587,15.403178,30.026649,10.904531,0,23.53495
1896,Male/IMD4/North West,2020,1.7653341,13.320604,21.669882,29.892387,16.375099,17.846672,28.826752,0,10.299722,0
1897,Male/IMD4/North West,2021,0.90113634,26.514648,25.648699,26.389023,8.1683779,20.565023,20.651913,21.233677,9.1441116,23.479691
1898,Male/IMD4/North West,2022,0.89312297,20.169876,12.776559,41.99622,48.499218,24.512474,15.618167,15.650269,0,0
1899,Male/IMD4/North West,2023,0.89312297,8.9643888,12.776559,27.99748,29.638411,16.34165,9.3709002,20.867025,0,22.51745
1900,,,,,,,,,,,,
1901,Male/IMD4/South East,All Years,,,,,,,,,,
1902,Male/IMD4/South East,2016,1.8497937,25.273268,17.287081,20.039076,28.417612,29.812183,13.850032,7.5999393,12.974376,13.738151
1903,Male/IMD4/South East,2017,0.92751187,12.529915,35.086735,31.062502,23.633478,23.337643,16.462261,22.172131,0,0
1904,Male/IMD4/South East,2018,0.92848212,21.294186,31.389462,38.556694,24.394493,18.877638,5.2820621,7.1766901,6.1720777,0
1905,Male/IMD4/South East,2019,0.77452374,20.148596,19.881506,26.674198,22.9881,16.943123,14.972675,6.9671845,0,0
1906,Male/IMD4/South East,2020,1.2413378,20.475807,30.972137,21.397566,24.820934,23.466309,19.134636,3.4402092,5.9794307,11.590172
1907,Male/IMD4/South East,2021,1.2899377,19.827631,36.688591,34.902954,37.433823,45.278812,25.2045,10.428979,5.7950859,11.98897
1908,Male/IMD4/South East,2022,0.80145931,10.742436,18.132601,23.64171,24.525261,18.591507,8.2677088,13.721186,5.6666856,0
1909,Male/IMD4/South East,2023,1.2823349,9.3996325,24.60853,29.552137,35.036087,24.168961,16.535418,17.151482,5.6666856,11.644155
1910,,,,,,,,,,,,
1911,Male/IMD4/South West,All Years,,,,,,,,,,
1912,Male/IMD4/South West,2016,2.4374616,23.759239,23.829382,42.905708,12.044202,21.581957,25.010004,29.452911,0,0
1913,Male/IMD4/South West,2017,1.7443604,20.891546,46.356655,29.574133,44.426109,16.716818,29.395914,28.443434,0,0
1914,Male/IMD4/South West,2018,1.7447866,10.494281,25.428757,45.777065,38.978756,16.187515,0,20.431791,0,0
1915,Male/IMD4/South West,2019,1.3991786,39.298908,32.922714,32.254944,26.508499,28.846153,40.151684,26.00104,0,26.867275
1916,Male/IMD4/South West,2020,2.7880976,18.579468,40.129486,28.53067,47.212761,25.607374,8.5565157,6.4288011,0,0
1917,Male/IMD4/South West,2021,1.8405495,19.002117,43.129009,45.846325,44.875557,19.478622,20.634724,6.3633471,33.076077,0
1918,Male/IMD4/South West,2022,0.36627889,16.707972,21.251726,41.581276,24.005487,13.617949,30.738493,31.137129,21.143885,0
1919,Male/IMD4/South West,2023,1.4651155,33.415943,26.564659,38.611187,37.722908,30.640385,19.211557,18.682278,10.571942,0
1920,,,,,,,,,,,,
1921,Male/IMD4/West Midlands,All Years,,,,,,,,,,
1922,Male/IMD4/West Midlands,2016,0.34820881,23.759239,17.872036,16.502195,18.066303,14.387972,20.008003,7.3632278,0,0
1923,Male/IMD4/West Midlands,2017,1.3954884,18.280104,20.281036,29.574133,28.559643,3.3433635,24.496595,7.1108584,12.899897,0
1924,Male/IMD4/West Midlands,2018,1.7447866,15.741421,14.127088,16.348951,22.737608,22.662523,4.7098718,6.8105974,12.551776,0
1925,Male/IMD4/West Midlands,2019,2.098768,10.479709,13.717797,22.578461,29.822062,25.641026,0,26.00104,12.128563,0
1926,Male/IMD4/West Midlands,2020,1.742561,21.233677,10.701196,41.210968,26.97872,16.00461,17.113031,0,23.562677,0
1927,Male/IMD4/West Midlands,2021,1.8405495,24.431293,21.564505,42.789902,37.971626,29.217934,8.25389,19.090042,0,25.813112
1928,Male/IMD4/West Midlands,2022,1.8313946,0,31.87759,14.850456,37.722908,23.831409,11.526935,12.454851,0,0
1929,Male/IMD4/West Midlands,2023,0.73255777,25.061958,26.564659,17.820547,27.434843,20.426922,15.369246,0,0,0
1930,,,,,,,,,,,,
1931,Male/IMD4/Yorkshire and The Humber,All Years,,,,,,,,,,
1932,Male/IMD4/Yorkshire and The Humber,2016,2.0052068,10.399876,8.6083212,9.6363869,20.819082,30.720787,27.213846,23.272051,0,0
1933,Male/IMD4/Yorkshire and The Humber,2017,1.3473957,28.53067,22.435987,34.67297,25.424267,20.65049,32.247662,0,0,35.124691
1934,Male/IMD4/Yorkshire and The Humber,2018,1.6925973,20.875736,19.192806,18.577578,19.689562,16.392904,26.067463,7.156147,0,34.470871
1935,Male/IMD4/Yorkshire and The Humber,2019,2.0444531,18.445808,16.104357,45.807121,33.402367,19.200001,14.687163,6.9866557,0,0
1936,Male/IMD4/Yorkshire and The Humber,2020,2.0549071,29.18701,28.985508,23.714947,33.680241,15.881083,4.659615,0,0,0
1937,Male/IMD4/Yorkshire and The Humber,2021,2.1599672,2.7080457,18.355841,38.226299,26.742437,12.695592,17.390549,20.373514,0,0
1938,Male/IMD4/Yorkshire and The Humber,2022,0.71748108,11.038442,31.308704,14.28449,32.771843,16.966982,15.553914,0,0,0
1939,Male/IMD4/Yorkshire and The Humber,2023,1.0762216,24.836493,23.481527,28.568979,13.108737,13.573586,19.442392,20.009338,22.45677,0
1940,,,,,,,,,,,,
1941,Male/IMD5/East Midlands,All Years,,,,,,,,,,
1942,Male/IMD5/East Midlands,2016,2.3416541,14.67495,19.721643,40.933277,19.935637,21.973192,15.821115,7.4844699,14.092446,0
1943,Male/IMD5/East Midlands,2017,2.0047312,9.6634693,13.68738,21.874317,6.0574856,22.849682,0,29.012838,13.344008,0
1944,Male/IMD5/East Midlands,2018,0.66920292,19.296171,8.0267563,21.590944,15.60111,21.881838,4.8799534,0,0,30.759766
1945,Male/IMD5/East Midlands,2019,2.0061588,21.584286,23.42408,21.301847,22.205303,18.354237,13.831897,0,0,0
1946,Male/IMD5/East Midlands,2020,2.6640737,14.661682,10.072015,32.614819,25.672293,15.172205,8.6449099,6.6786885,0,0
1947,Male/IMD5/East Midlands,2021,1.7415777,15.162619,15.373184,26.558857,43.185066,15.51061,16.479895,13.452613,0,26.961445
1948,Male/IMD5/East Midlands,2022,0.34707159,17.961153,45.781723,14.26737,19.830778,9.9036045,18.397234,13.05057,10.969724,0
1949,Male/IMD5/East Midlands,2023,0,15.395273,25.43429,22.827793,19.830778,19.807209,3.6794467,0,0,0
1950,,,,,,,,,,,,
1951,Male/IMD5/East of England,All Years,,,,,,,,,,
1952,Male/IMD5/East of England,2016,1.7358813,24.11091,17.9133,18.630648,10.916315,13.668298,11.376996,0,0,0
1953,Male/IMD5/East of England,2017,1.3061395,10.350538,17.416546,18.432755,21.031969,12.304966,3.7683234,4.8673644,0,0
1954,Male/IMD5/East of England,2018,1.0923566,13.757997,18.886099,18.162004,14.576197,11.695907,14.571949,9.4670076,0,0
1955,Male/IMD5/East of England,2019,1.3119859,15.468436,18.505497,40.006222,36.844173,16.230755,10.324534,9.2626896,0,0
1956,Male/IMD5/East of England,2020,1.9650354,24.27858,19.896177,28.122702,19.925777,9.2368088,16.324398,4.6589637,7.7942324,16.27869
1957,Male/IMD5/East of England,2021,1.3444564,14.238676,31.120712,36.155598,17.51182,21.347755,9.2182894,4.6580958,0,0
1958,Male/IMD5/East of England,2022,0.67097282,17.975266,21.982048,26.98159,22.217285,38.16114,0,4.580852,14.278575,0
1959,Male/IMD5/East of England,2023,1.3419456,10.78516,29.309397,18.679562,27.154459,17.808533,0,13.742557,14.278575,0
1960,,,,,,,,,,,,
1961,Male/IMD5/London,All Years,,,,,,,,,,
1962,Male/IMD5/London,2016,1.5041394,16.602102,29.279718,19.361834,19.569471,20.613243,28.133352,0,0,0
1963,Male/IMD5/London,2017,0.3034533,8.1911259,9.5684624,15.27009,20.662865,13.950892,20.78858,9.1058092,14.771049,0
1964,Male/IMD5/London,2018,1.8162555,16.293722,31.21196,18.606728,46.624001,22.214323,6.7649846,0,0,28.13731
1965,Male/IMD5/London,2019,1.5153444,8.207036,18.312223,7.2950101,8.5327873,8.7115602,25.936974,8.6408014,0,0
1966,Male/IMD5/London,2020,1.2116035,10.961607,33.016178,7.1738586,25.740026,8.604001,31.261723,25.619129,0,0
1967,Male/IMD5/London,2021,0.32471749,5.6135626,36.266926,28.870443,35.511364,22.112152,23.815193,26.695141,27.001486,0
1968,Male/IMD5/London,2022,0,11.344943,8.9946928,14.200007,22.010918,14.015417,26.739397,0,13.312034,0
1969,Male/IMD5/London,2023,1.3032755,8.508707,41.975235,28.400015,26.413101,9.3436117,10.695759,35.282703,0,0
1970,,,,,,,,,,,,
1971,Male/IMD5/North East,All Years,,,,,,,,,,
1972,Male/IMD5/North East,2016,1.9522671,21.042295,30.104614,50.843147,7.9872203,10.307153,14.033118,0,0,0
1973,Male/IMD5/North East,2017,3.9383259,35.719387,44.636215,41.736229,8.404068,18.450184,55.865921,0,0,0
1974,Male/IMD5/North East,2018,1.9724255,14.437306,29.520296,16.39613,34.358356,0,13.431833,0,0,0
1975,Male/IMD5/North East,2019,0.98986381,58.522312,22.06856,16.029493,26.064291,8.422471,25.290844,17.969452,0,0
1976,Male/IMD5/North East,2020,1.9819838,22.381378,36.318733,31.36517,34.825005,16.728003,35.693039,0,0,0
1977,Male/IMD5/North East,2021,1.0247161,45.136539,36.398048,23.284695,25.612568,16.455488,0,35.555557,29.086678,0
1978,Male/IMD5/North East,2022,0,15.2045,7.3653975,22.725552,33.624748,25.969528,20.214272,0,0,0
1979,Male/IMD5/North East,2023,2.0268764,0,7.3653975,60.601471,0,60.59557,30.321407,17.599438,28.5144,0
1980,,,,,,,,,,,,
1981,Male/IMD5/North West,All Years,,,,,,,,,,
1982,Male/IMD5/North West,2016,2.8346882,26.637608,40.674656,9.0752335,24.223503,6.7665868,0,6.7208819,0,0
1983,Male/IMD5/North West,2017,2.143929,9.7501526,26.402639,24.14147,23.101357,12.170632,9.1303358,0,12.180268,0
1984,Male/IMD5/North West,2018,1.4409896,12.342022,13.016427,47.493248,12.069642,17.395842,17.636684,6.2492189,0,0
1985,Male/IMD5/North West,2019,2.1675596,9.9453011,17.814425,41.071377,43.155266,17.185575,16.652096,24.067389,11.2448,0
1986,Male/IMD5/North West,2020,1.8140327,20.265478,35.047314,37.261028,31.430727,25.599453,3.9936101,0,11.016856,0
1987,Male/IMD5/North West,2021,1.8175209,15.102698,27.139051,44.381569,31.0781,40.301685,11.370527,11.432491,0,23.369946
1988,Male/IMD5/North West,2022,2.1690171,25.518015,17.291636,26.90414,21.541775,15.41022,13.529969,0,9.1717873,0
1989,Male/IMD5/North West,2023,0.36150283,5.1036034,22.232103,40.356213,55.393139,30.82044,30.44243,22.607811,9.1717873,0
1990,,,,,,,,,,,,
1991,Male/IMD5/South East,All Years,,,,,,,,,,
1992,Male/IMD5/South East,2016,0.91372806,14.127911,21.457035,26.563953,21.532917,11.206208,25.461241,10.378558,26.690392,0
1993,Male/IMD5/South East,2017,1.1471653,20.17774,15.956758,24.89361,10.927635,11.42161,9.6307564,5.0919089,4.2582183,9.0033312
1994,Male/IMD5/South East,2018,0.91917467,17.658953,20.385777,42.915466,30.354387,15.741929,20.30382,9.8863077,4.1394157,0
1995,Male/IMD5/South East,2019,1.3818023,18.654562,35.881554,26.12805,21.927845,15.562526,20.916855,12.053421,4.0327458,0
1996,Male/IMD5/South East,2020,1.6141492,12.611704,26.701778,25.442759,23.307911,17.980007,14.905351,4.7535295,7.8883018,0
1997,Male/IMD5/South East,2021,1.1846222,17.456497,28.805056,29.410162,18.091829,23.267775,29.985481,7.2662096,11.322464,32.714485
1998,Male/IMD5/South East,2022,1.1824203,5.5624571,25.833834,20.195148,15.245452,13.057387,7.1177416,18.888863,3.7002776,7.7369437
1999,Male/IMD5/South East,2023,0.9459362,11.124914,14.76219,18.069344,26.679541,20.891819,17.082581,4.7222157,7.4005551,0
2000,,,,,,,,,,,,
2001,Male/IMD5/South West,All Years,,,,,,,,,,
2002,Male/IMD5/South West,2016,0.92808574,12.306178,16.463163,21.212765,21.770485,6.4924526,0,18.214935,0,43.094162
2003,Male/IMD5/South West,2017,1.8626888,4.8847208,26.725105,24.125452,14.418364,17.71427,8.8222322,5.8661346,10.108157,0
2004,Male/IMD5/South West,2018,1.8650395,17.094852,31.28014,23.781919,14.942769,8.5029192,4.2188754,11.392117,9.7971983,0
2005,Male/IMD5/South West,2019,1.878581,39.383644,50.626503,26.356634,33.206543,16.840214,15.96424,5.5126791,0,0
2006,Male/IMD5/South West,2020,0.62516022,39.680573,12.440597,39.721947,30.576365,25.176233,15.155534,10.933144,9.3014603,0
2007,Male/IMD5/South West,2021,1.9568961,17.77191,29.780371,22.161278,55.935364,22.836916,10.789814,0,8.7275267,0
2008,Male/IMD5/South West,2022,1.6225338,23.282887,42.035507,37.677959,12.313375,36.428768,13.05057,0,8.4788876,0
2009,Male/IMD5/South West,2023,0.97352028,20.6959,24.726768,24.221546,52.331844,27.321575,9.7879286,10.729613,0,0
2010,,,,,,,,,,,,
2011,Male/IMD5/West Midlands,All Years,,,,,,,,,,
2012,Male/IMD5/West Midlands,2016,0.8864423,9.3548288,28.352707,7.8256445,14.400403,4.2656655,17.700159,8.6006708,15.513496,0
2013,Male/IMD5/West Midlands,2017,2.2262394,18.867331,27.518833,7.8173857,15.216647,19.630167,0,0,0,0
2014,Male/IMD5/West Midlands,2018,0.89463842,19.048828,16.835016,23.261223,31.564411,11.293055,5.5903397,23.474178,0,0
2015,Male/IMD5/West Midlands,2019,1.3473034,3.2037933,29.735355,22.999081,20.213453,11.264221,10.446046,0,14.132278,0
2016,Male/IMD5/West Midlands,2020,3.1436937,9.7071667,25.876568,22.602276,20.44906,18.80477,14.882429,7.318501,13.817881,0
2017,Male/IMD5/West Midlands,2021,2.2782156,22.405018,22.566814,21.906605,53.033085,15.295782,28.723251,0,12.371644,0
2018,Male/IMD5/West Midlands,2022,0.45159572,19.318693,9.6861677,24.705301,28.447189,24.144869,22.133688,14.330753,0,0
2019,Male/IMD5/West Midlands,2023,0.90319145,12.879129,9.6861677,17.646643,20.319422,16.096579,13.280212,0,11.701381,0
2020,,,,,,,,,,,,
2021,Male/IMD5/Yorkshire and The Humber,All Years,,,,,,,,,,
2022,Male/IMD5/Yorkshire and The Humber,2016,1.2763513,21.882523,10.537038,15.822784,21.368282,9.1407681,0,8.6355782,32.90556,0
2023,Male/IMD5/Yorkshire and The Humber,2017,0.42964369,18.904188,30.925709,19.459038,7.6100607,12.250398,6.3027859,0,0,36.337208
